story_id,story_name,synopsis,length,rating,n_votes,total_readers,author_id,author,added_on,codes,slavery,nc
3337.0,The Swindle,Pro-domme and young sub fall for each other...they have to pull out a swindle on her employees.,61936.0,7.0,2.0,14627,746.0,M.M.,"Apr 7, 2005",['F/m'],0.0,0.0
3338.0,The Chronicles of the S^3 Society,"Ralph has an interest in extreme porn. One day, he gets invited to join a secret society where he can live out his wildest and darkest fantasies, The S^3 Society.",78001.0,9.0,10.0,76620,1112.0,The Chairman,"Apr 7, 2005","['M/f', 'M+/f+', 'enema', 'exhibition', 'incest', 'snuff', 'spanking', 'BDSM', 'slavery', 'consensual', 'torture', 'nc', 'Heavy']",1.0,1.0
3339.0,Coming Out On Top,"English Public School Story. Starts with Uniforms,Spanking & Humiliation and ends with Extreme Body Modification.",73336.0,7.0,1.0,39751,1333.0,Cherrypicker,"Apr 7, 2005","['M/f', 'F/m+', 'F+/m', 'exhibition', 'lactation', 'modification', 'spanking', 'teen', 'transvestite', 'slavery', 'lingerie', 'HighSchool', 'humiliation', 'blackmail', 'torture', 'Heavy']",1.0,0.0
3340.0,The Adventures of Ranger Rick,"Park ranger Rick Breyer keeps the ladies in his neck of the woods out of trouble with the help of his trusty paddle known as ""The Tear-Jerker"".",23985.0,8.0,2.0,9759,1334.0,Alex B.,"Apr 7, 2005","['M/f', 'spanking', 'real', 'romantic', 'Light']",0.0,0.0
3341.0,The Lines Between,A couple experiments with teasing and orgasm denial.  Their intense lovemaking blurs the boundaries between pleasure and pain in search of the meaning of erotic and exquisite torment.,9613.0,9.5,9.0,17778,1335.0,RopeBinder,"Apr 7, 2005","['M/f', 'exhibition', 'voyeurism', 'BDSM', 'slavery', 'bondage', 'chastitybelt', 'real', 'romantic', 'consensual', 'Serious']",1.0,0.0
3342.0,D.I.Y.F.C.,"A young woman fulfills a lifelong ambition by circumcising herself, removing her own clitoris and labia minora.",27849.0,8.0,5.0,23107,1321.0,Mary Cranston,"Apr 9, 2005","['f-self', 'modification', 'size', 'real', 'consensual', 'Serious']",0.0,0.0
3343.0,A Visit to Dr. Bevertail's Clinic,"A Divorced woman visits a special clinic that deals with sexual issues. Part one has little ""sex"" in it but sets the mood for the rest of the story.",20641.0,5.0,9.0,46017,1336.0,Wareagle,"Apr 9, 2005","['F/f', 'f-self', 'enema', 'fisting', 'lactation', 'spanking', 'D/s', 'B/D', 'latex', 'lingerie', 'bondage', 'chastitybelt', 'consensual', 'reluctant', 'Heavy']",0.0,0.0
3344.0,Career Change,After nearly fifteen years as the premier dominatrix in Central New York Long Tall Mary decides it is time for a career change. Having distinguished herself with her bizarre and sadistic methods she decides to try her hand at the slave trade in partnership with an equally bizarre and sadistic gay ex-cult member.,19787.0,5.5,2.0,19794,1175.0,Long Tall Mary,"Apr 9, 2005","['M/f', 'F/f', 'job', 'torture', 'nc', 'violent']",0.0,1.0
3345.0,A Supermodel's Downfall,"This tale chronicles the continuing adventures of Aaron Clarke, a budding slaver with a just established franchise operation in Miami, Florida.  Business and adventure literally fell his way as Aaron used carefully established identities, bases of operations, and a client base; all accomplished with the guidance of his partner Steve Austin.  In this episode, actually the third in the East Coast Slaver Series, Aaron meets a world-renowned model while visiting his ex-wife in France.  Sold by Aaron in his very first consignment of slaves, Veronica is eager for a chance to convince her husband to take her back.  Already becoming softhearted from what he learned while establishing his slaving business, Aaron modified his wife's sales contract to give him first right of re-purchase after five years.  After pleasuring himself with his captive ex-wife, Aaron meets a world-famous model while attending a party on Hosni Yassin's yacht.  The model's downfall and potential for Aaron's further financial gain begins that day in France.",45683.0,9.0,3.0,47329,1288.0,Desert Dog,"Apr 9, 2005","['M/f', 'M/f+', 'F/f', 'F/f+', 'exhibition', 'fisting', 'interracial', 'spanking', 'BDSM', 'slavery', 'bondage', 'real', 'reluctant', 'blackmail', 'nc', 'Heavy']",1.0,1.0
3346.0,Lisa's Punishement Enema Training,Lisa is a hot spoiled brat and needs to be taught more than just a lession. Lisa is kidnapped by a beautifull Mistress and is taken to her estate for very extensive punishment/humiliation enema training.,16746.0,6.0,7.0,78940,1337.0,Robert 39746,"Apr 9, 2005","['F/f', 'enema', 'scatology', 'bondage', 'blackmail', 'torture', 'violent']",0.0,0.0
3347.0,Creative Submissions,"This is a story I wrote when I was younger so the grammer may not be the best but I am thinking of going back to it. A Man visits Lane within her dreams, the storyline is much more complicated than that.",24993.0,7.5,5.0,15028,1338.0,Sarah,"Apr 9, 2005","['M/f', 'D/s', 'BDSM', 'chastitybelt', 'real', 'ScFi', 'romantic', 'mc', 'humiliation', 'Serious']",0.0,0.0
3348.0,The College Wager,"Two college girls have a winner takes all wager to end their rivalry, with the forfeit for the loser meaning she becomes.",134289.0,7.5,20.0,78554,1241.0,VaVaVoom,"Apr 13, 2005","['M/f', 'M+/f', 'F/f', 'F+/f', 'exhibition', 'D/s', 'B/D', 'college', 'humiliation']",0.0,0.0
3349.0,Helpless,Young student seduces then humiliates teacher.,17407.0,5.0,3.0,23360,1339.0,tru2formuk,"Apr 13, 2005",['M/f'],0.0,0.0
3350.0,The Adventures of Dr. Katrina Duras - Episode I: Spring Break,Katrina takes a trip home during Spring Break from med school. Astonishing secrets about her parents?lives unfold as the week passes.  She learns something about her own  lascivious nature as well.,46747.0,8.0,3.0,29028,1340.0,subterfuge,"Apr 13, 2005","['M/f', 'F/f+', 'incest', 'spanking', 'toys', 'D/s', 'B/D', 'bondage', 'college', 'reluctant', 'Light']",0.0,0.0
3351.0,The Adventures of Dr. Katrina Duras: Episode II - Her True Nature,"Katrina hangs out at the wrong bar with her lover, upsets the locals, and is soon taught her true nature.",43070.0,8.5,6.0,20680,1340.0,subterfuge,"Apr 13, 2005","['F+/f+', 'spanking', 'toys', 'D/s', 'slow', 'romantic', 'reluctant', 'humiliation', 'Light']",0.0,0.0
3352.0,Working Away,"Sara and Jeffrey meet online, but quickly bore of its limitations and meet in person.  As Sara's first time, her boundaries are tested, desire versus sensibility, if you will.  This steamy story feels real for great reason...",32148.0,9.5,7.0,16920,1335.0,RopeBinder,"Apr 13, 2005","['M/f', 'exhibition', 'spanking', 'toys', 'voyeurism', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'consensual', 'reluctant', 'Serious']",1.0,0.0
3353.0,Special Express,Stacy's perfect job at a bustling courier company may involve more than she thinks.,26195.0,7.5,4.0,25083,1156.0,Abe Froman,"Apr 13, 2005","['M/f', 'exhibition', 'toys', 'D/s', 'lingerie', 'job', 'mc', 'humiliation', 'nc', 'Hardcore']",0.0,1.0
3354.0,The Contract,A young woman returns to her strange employment after a few days away.,73488.0,9.0,14.0,48670,1341.0,Kijegam,"Apr 13, 2005","['M/f+', 'bondage', 'chastitybelt', 'real', 'consensual', 'Serious']",0.0,0.0
3355.0,Megan's New Clothes,The enjoyment that Megan gets out of modelling her new clothes for her husband is a lot different than she expected.,92576.0,9.5,12.0,65687,1156.0,Abe Froman,"Apr 13, 2005","['M/f', 'exhibition', 'toys', 'D/s', 'slavery', 'lingerie', 'real', 'reluctant', 'mc', 'humiliation', 'Light']",1.0,0.0
3356.0,An Encounter With Their Maker,"In the distant future, humanity is at war with the race that created it. Three captured girls are left to the mercy of a doctor who sees them as nothing more than his playthings.",34458.0,6.0,4.0,33737,1342.0,Pesmerga,"Apr 13, 2005","['M/f', 'F/f', 'MF/f', 'lactation', 'modification', 'size', 'D/s', 'slavery', 'bondage', 'ScFi', 'consensual', 'mc', 'torture', 'nc', 'Extreme', 'violent']",1.0,1.0
3357.0,Sun Showers,"Fearful and ambivalent about meeting through the Internet, Angie tacitly conveys enough information for Jeffrey to find her.  What follows is a couple's exploration into each other's world of bondage, teasing, orgasm denial and erotic torture as they test each other's limits.",34383.0,9.5,9.0,21341,1335.0,RopeBinder,"Apr 16, 2005","['M/f', 'exhibition', 'spanking', 'toys', 'voyeurism', 'BDSM', 'slavery', 'bondage', 'consensual', 'reluctant', 'torture', 'Heavy']",1.0,0.0
3358.0,Emma's New World,A story of a girls slow and emotional transition from vanilla into the world of submission.,124975.0,9.0,8.0,35492,1248.0,emma_sub,"Apr 16, 2005","['MF/f', 'D/s', 'BDSM', 'real', 'consensual', 'Light']",0.0,0.0
3359.0,My King And Me,"A young woman agrees to become her lover's slave. As she is subjected to humiliation and punishment, she feels that her love for her king gets deeper and deeper...",114437.0,9.0,8.0,31989,1343.0,ella,"Apr 16, 2005","['M/f', 'spanking', 'D/s', 'real', 'consensual', 'humiliation', 'Serious']",0.0,0.0
3360.0,Thackeray Manor,Travel back to 18th century London and witness punishment day for the servants at the home of Lord and Lady Thackeray.,17853.0,7.0,6.0,16687,1334.0,Alex B.,"Apr 16, 2005","['M/f', 'F+/f', 'spanking', 'B/D', 'historical', 'reluctant', 'Serious']",0.0,0.0
3361.0,"Internet, Its Your Problem",A case of mistaken on line identity.,62664.0,8.0,5.0,21472,234.0,Pagan,"Apr 16, 2005","['bondage', 'violent']",0.0,0.0
3362.0,A Knight in Shining Armour,"As death draws near, two lonely people find true love for the first time.",100776.0,10.0,7.0,17804,949.0,Oralia Cruz,"Apr 16, 2005","['M+/f', 'exhibition', 'voyeurism', 'bondage', 'real', 'romantic', 'consensual', 'Serious', 'violent']",0.0,0.0
3363.0,First Visit to a Haitian Bondage Club,"Lyn, a powerful corporate executive with a deep yearning for submission visits a Haitian Bondage Club and finds herself on the stage, stripped naked, bound and masturbated for the audience's pleasure.",67490.0,9.5,6.0,39477,321.0,Powerone,"Apr 19, 2005","['M/f', 'exhibition', 'spanking', 'BDSM', 'consensual', 'humiliation']",0.0,0.0
3364.0,The Perishable Heart,Who was this young dominant beauty who stole my heart in aisle nine? My heart pines for her. My cock throbs for her. Does either organ stand a chance?,61696.0,7.5,8.0,34237,1344.0,damselsthrall,"Apr 19, 2005","['F/m', 'teen', 'D/s', 'feet', 'chastitybelt', 'romantic', 'humiliation', 'Serious']",0.0,0.0
3365.0,Dom's Journal (Excerpt),"After meeting and talking several times, Sir Dante introduces Kim to the submissive desires she's been curious about.",25175.0,7.5,4.0,14971,1345.0,Sir Dante,"Apr 19, 2005","['M/f', 'enema', 'spanking', 'BDSM', 'bondage', 'real', 'consensual', 'reluctant', 'Heavy']",0.0,0.0
3366.0,College Tuition,"An asian girl wanting to go to college gets a good deal without spending any momey. But, what does she give up to attend.",247112.0,8.0,20.0,174684,431.0,Charles Frank,"Apr 19, 2005","['M/f', 'F/f', 'exhibition', 'fisting', 'interracial', 'spanking', 'toys', 'BDSM', 'slavery', 'bondage', 'college', 'reluctant', 'humiliation', 'blackmail']",1.0,0.0
3367.0,Vacation Bound,Husband punished by wife on a long drive. Silky bondage abounds.,22026.0,7.5,6.0,24750,419.0,bound_bob,"Apr 19, 2005","['F/m', 'toys', 'B/D', 'bondage', 'real', 'consensual', 'Light']",0.0,0.0
3368.0,Spitfire,"Shannon has trouble contolling her temper. Luckily, she meets Erik, a no-nonsense guy who doesn't hesitate in taking her across his knee for an old-fashioned bare bottom spanking whenever she needs it.",16421.0,6.0,2.0,10109,1334.0,Alex B.,"Apr 19, 2005","['M/f', 'spanking', 'real', 'romantic', 'Serious']",0.0,0.0
3369.0,Southern Nights,"Mary finds she needs a change in her life, and decide to do something about it. As she get in contact with a young girl named Linda, she suddenry realises that even her wildest fantasies actually just might come true....",428105.0,8.0,6.0,72085,971.0,Tantala,"Apr 19, 2005","['F/f', 'F+/f+', 'D/s', 'slow', 'romantic', 'consensual', 'Light']",0.0,0.0
3370.0,The Story of Jane,Jane's slow change from a normal vanilla housewife into a sexual slave for her hubby then for others.,909425.0,8.5,39.0,543861,1346.0,Galahad,"Apr 19, 2005","['M+/f', 'F/f', 'F/f+', 'exhibition', 'interracial', 'spanking', 'teen', 'BDSM', 'slavery', 'bondage', 'real', 'reluctant', 'blackmail', 'nc', 'Heavy']",1.0,1.0
3371.0,Evil Twins,Diana and her twin brother swim the warm waters of sins of the flesh and then blackmail Daddy.,29427.0,8.0,7.0,30772,390.0,Cerberus,"Apr 19, 2005","['M/f', 'MF/m', 'incest', 'teen', 'bondage', 'reluctant', 'humiliation', 'blackmail', 'Serious']",0.0,0.0
3372.0,Celebrity Roast,"A popular actress is lured to Dolcett, New Heden for a gala festival featuring and honouring her works. She finds herself feted and entertained, in lavish style, according to the customs of the locals which revolve around gynophagia (the eating of women); leading up to her spectacular Celebrity Roast.",55536.0,7.0,6.0,49293,1347.0,DolSade,"Apr 19, 2005","['M/f', 'F+/f+', 'F+/m', 'snuff', 'teen', 'spoof', 'reluctant', 'Extreme']",0.0,0.0
3373.0,Story of jade,A story of a female slave in training to a beautiful Dominatrix.,78596.0,7.5,3.0,25025,1348.0,Scarlett Fever,"Apr 19, 2005","['F/f', 'BDSM', 'slavery', 'real']",1.0,0.0
3374.0,Omorashi Academy,"Tales of a boarding school designed to break young women and turn them into twisted perverts. The signature technique used by the school to warp its victims is to force them to break their toilet-training - thus the school's nickname, from the Japanese word for 'bathroom accident'.",81229.0,7.5,10.0,63980,1349.0,Gary Mendor,"Apr 23, 2005","['M/f', 'scatology', 'spanking', 'teen', 'voyeurism', 'WaterSport', 'D/s', 'lingerie', 'HighSchool', 'humiliation', 'nc', 'Serious']",0.0,1.0
3375.0,Warrior and the Queen,A warrior discovers a new role in service to the ruler who defeated him...,12556.0,4.5,5.0,15717,1097.0,Rebel Snowdrop,"Apr 23, 2005","['F/m', 'toys', 'D/s', 'slavery', 'bondage', 'romantic', 'consensual', 'Serious']",1.0,0.0
3376.0,Dance With Me Baby,"It doesn't matter what you do for a living, just show some respect for your colleagues, or else!",14532.0,8.5,3.0,36348,604.0,Anne Gray,"Apr 23, 2005","['F+/f', 'B/D', 'S/M', 'nc', 'Serious']",0.0,1.0
3377.0,Dorm Poker,My girlfriend and I play a high stakes game of strip poker with a couple across the hall.,11589.0,9.0,5.0,34447,945.0,Quale,"Apr 23, 2005","['M/f', 'M+/f', 'M+/f+', 'F/f', 'f-self', 'toys', 'BDSM', 'bondage', 'college', 'reluctant', 'Serious']",0.0,0.0
3378.0,Regina's Awakening,A bad day for Ragina becomes a great night.,25328.0,7.0,3.0,21566,1350.0,Ande Diqiu,"Apr 23, 2005","['F+/f', 'interracial', 'spanking', 'S/M', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'nc', 'Heavy']",1.0,1.0
3379.0,Breeding Gluttony,"A woman is kidnapped from her home by the Waterman and sold to a satanic cult who turn her into Gluttony, one of the seven sins and is offered in sexual sacrifice to the Devil.",8790.0,7.5,7.0,26242,1351.0,milkedmaid,"Apr 27, 2005","['M/f', 'enema', 'pregnant', 'size', 'slavery', 'bondage', 'bible', 'gothic', 'humiliation', 'nc', 'Serious']",1.0,1.0
3380.0,German Bedtime Stories,"13 short stories for my slave - written in German, sorry - dealing with lesbianism, convent education, office sluts, nuns, very special spy inrerrogations, smugglers and tennis champions. Hope you will enjoy it!",234527.0,5.5,2.0,113932,999.0,Gentle Master,"Apr 27, 2005","['M/f', 'M/f+', 'F/f', 'F/m', 'F+/m', 'cbt', 'Young', 'spanking', 'teen', 'BDSM', 'feet', 'slavery', 'historical', 'HighSchool', 'job', 'consensual', 'reluctant', 'humiliation', 'blackmail', 'torture', 'Extreme', 'violent']",1.0,0.0
3381.0,Mary at the Royal Court,This story's set in a world which is supposed to resemble the iron age. Mary's an innocent peasent-girl who has to go to the capitol to look for work in order to support her poor family. There she finds herself in a world she could never even imagine existed...,21494.0,6.5,2.0,12744,1352.0,AnotherGuyFromSweden,"Apr 27, 2005","['M/f', 'teen', 'reluctant', 'Serious']",0.0,0.0
3382.0,The Initiation,This is a light story about lesbian sex at a boarding school. Not a BDSM story but lightly romantic.,9801.0,8.0,5.0,12820,679.0,Scarlet Submission,"Apr 27, 2005","['F/f', 'teen', 'HighSchool', 'romantic', 'consensual', 'Light']",0.0,0.0
3383.0,Alone in Kirsten's Apartment,"Julia lands a dream job with a top fashion lingerie house that leads her into a life of beautiful women and daring sexual exploits. In this autobiographical short story, Julia explores her sexuality alone, daring to deny herself orgasmic gratification.",14710.0,9.0,13.0,35014,1353.0,julie,"Apr 27, 2005","['f-self', 'exhibition', 'size', 'lingerie', 'chastitybelt', 'job', 'consensual', 'reluctant', 'mc', 'Hardcore']",0.0,0.0
3384.0,Resort Spectaculars,"In a Dolcett inspired world, the manager of a human meat girl farm restaurant club complex is sent to evaluate a source of meat animals. He is treated to a month of spectacular presentations in which the meat girls participate, on their way to the roasting ovens and BBQ pits. (This is a chapter of a book entitled Dolcettes)",149684.0,5.5,4.0,48124,1347.0,DolSade,"Apr 27, 2005","['M/f+', 'F+/f+', 'enema', 'lactation', 'Young', 'snuff', 'BDSM', 'slavery', 'spoof', 'romantic', 'nc', 'Extreme']",1.0,1.0
3385.0,While You Were Out,Tina wakes to find some strange things going on. And the strangest of all is happening inside her very own head.,39873.0,9.5,20.0,43049,403.0,Couture,"Apr 27, 2005","['F/f', 'exhibition', 'D/s', 'chastitybelt', 'college', 'reluctant', 'mc', 'humiliation', 'Light']",0.0,0.0
3386.0,Satan's Cellar,"Judy reads about the nearby sex club on an Internet site and although she is under eighteen she manages to persuade them to allow her to train as a slave. Michael, an electrician is employed to re-wire the cellar and decides he wishes to become a master but for a year he must first experience life as a slave.",117964.0,8.0,6.0,36446,252.0,obohobo,"Apr 29, 2005","['M/f+', 'F/f', 'spanking', 'BDSM', 'real', 'consensual', 'nc', 'Heavy']",0.0,1.0
3387.0,Grace's Hard Lessons,"A young office executive steals from her company and is discovered by a male co-worker who uses this to blackmail her. He humiliates and uses her in the office, tricks her into signing up for a compromising photography shoot, and arranges for her to be subjected to more and more humiliating situations and acts of submission.",283728.0,10.0,22.0,223469,1354.0,Dark Avenger,"Apr 29, 2005","['M+/f', 'exhibition', 'D/s', 'lingerie', 'bondage', 'reluctant', 'humiliation', 'blackmail', 'nc']",0.0,1.0
3388.0,The Visit,The story starts out with a father and son taking a trip to visit their friends. It ends up with the boy taking another trip.,54776.0,7.0,1.0,24973,1355.0,mr clean,"Apr 29, 2005","['M/m', 'incest', 'teen', 'WaterSport', 'slavery', 'real', 'reluctant', 'humiliation', 'Serious']",1.0,0.0
3389.0,Pleasure In Control,"Julia lands a dream job with a top fashion lingerie house that leads her into a life of beautiful women and daring sexual exploits. In this autobiographical story, Julia explores her sexuality and her body as well as her new contacts. Gradually she pushed the boundaries of her experiences and enters a secret world of lesbian passion, sex and more.",776063.0,9.5,25.0,161344,1353.0,julie,"Apr 29, 2005","['F/f', 'F+/f+', 'f-self', 'exhibition', 'size', 'toys', 'voyeurism', 'D/s', 'B/D', 'feet', 'latex', 'lingerie', 'bondage', 'chastitybelt', 'HighSchool', 'job', 'slow', 'romantic', 'consensual', 'reluctant', 'mc', 'Serious']",0.0,0.0
3390.0,Retiring the Wife,"A lifelong slave/wife is displaced in her husband's bed by her daughter, who is expected to continue a family tradition.  There's really no actual sex here, but I hope you enjoy it anyway.",20610.0,8.5,6.0,26566,1122.0,Rocky,"Apr 29, 2005","['incest', 'teen', 'slavery']",1.0,0.0
3391.0,Jennifer's Postal Predicament,"Teen girlfriend sets up an erotic, inescapable self-bondage scene at home alone after school, as treat for boyfriend, who she expects to arrive soon. Naturally, things go awry.",153216.0,9.5,20.0,87335,1356.0,SensoryOverlord,"May 4, 2005","['f-self', 'MF/f', 'teen', 'toys', 'bondage', 'romantic', 'consensual', 'humiliation', 'nc', 'Hardcore']",0.0,1.0
3392.0,Laura Croft and the  Venus Thigh Trap,"Laura Croft raids the ancient Temple of Phali, for a fabled artefact - the Golden Lingam. She encounters more than she expected.",528578.0,10.0,13.0,95810,1356.0,SensoryOverlord,"May 4, 2005","['toys', 'bondage', 'nc', 'Serious']",0.0,1.0
3393.0,Monique,"A true story of a Goddess using her slave for her pleasure.  Consenting lovers ""play"" over the course of a short weekend.",66630.0,9.0,1.0,32889,1357.0,Private,"May 4, 2005","['F/m', 'cbt', 'WaterSport', 'BDSM', 'feet', 'hair', 'slavery', 'chastitybelt', 'real', 'romantic', 'consensual', 'humiliation', 'Heavy']",1.0,0.0
3394.0,School Become Fun,A boy with mc become crazy after her gf ceat on her.,15802.0,5.5,8.0,18340,1358.0,sabrina,"May 4, 2005","['M/f+', 'exhibition', 'Young', 'teen', 'HighSchool', 'mc', 'humiliation']",0.0,0.0
3395.0,Abduction in Kowloon - a Jade Pavilion Story,"This story is something of a prequel to the Jade Pavilion Saga. In it the villainous Jasper Slegg (ably assisted by three of his cutthroat crew-mates from the 'Yang-tze Dragon') waylays and takes a cruel revenge on the stunningly beautiful Hua Ping, a pleasure-girl who had drugged and robbed him during a previous encounter.",123793.0,10.0,2.0,44920,425.0,Boccaccio,"May 4, 2005","['M+/f', 'interracial', 'spanking', 'voyeurism', 'BDSM', 'slavery', 'historical', 'torture', 'nc', 'Heavy', 'violent']",1.0,1.0
3396.0,Trapped,A woman is turned into a very unusual slave.,16053.0,8.5,9.0,71274,786.0,Lofwyrkp,"May 4, 2005","['M/f', 'modification', 'toys', 'nc']",0.0,1.0
3397.0,All Together,"When several beautiful girlfriends had left him for someone else, he decided to date several women at the same time. Step by step he makes it out with three women and they all decide to move in with him, where he is their master.",17101.0,0.0,0.0,9805,1087.0,Peter Allow,"May 4, 2005","['M/f', 'M/f+', 'romantic', 'Light']",0.0,0.0
3398.0,Geek's Toy,A geek releases his stress on his toy.,33741.0,7.5,8.0,29648,1359.0,Asha,"May 4, 2005","['M/f', 'BDSM', 'slavery', 'real', 'consensual', 'Serious']",1.0,0.0
3399.0,An Interest in Ponygirls,"Doctor Joan Miller, a talented Miami surgeon who works part time at a local B&D club, develops a fixation on four slaves she processed into matched sets of Ponygirls for the East Coast Slavers Organization.  After a bungled dinner meeting with Aaron Clarke, the CEO of ECSO, Joan finagles an invitation to be a guest Mistress at Ponygirl Heaven Ranch where her four unwilling patients were sent for training.  ECSO - 4: An Interest in Ponygirls is the story of what transpires at the Arizona ranch with the Ponygirls and Doctor Miller.",582705.0,8.0,5.0,191316,1288.0,Desert Dog,"May 4, 2005","['M/f+', 'F/f+', 'bestiality', 'lactation', 'modification', 'pregnant', 'BDSM', 'slavery', 'bondage', 'real', 'reluctant', 'humiliation', 'nc', 'Extreme', 'violent']",1.0,1.0
3400.0,How I Became an Old Queen,Iarange for a man to sexually satisfy my wife.  She loves the sex and he turns me into a sissy.,64047.0,0.0,0.0,17917,838.0,mwmsissy,"May 4, 2005","['MF/m', 'interracial', 'transvestite', 'lingerie', 'real', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
3401.0,The New Marquis de Sade,"The Marquis was the chosen name and title that the owner the Mansion conferred upon himself, in honor of his favorite Libertine, the Marquis de Sade.",191301.0,7.0,5.0,42750,1347.0,DolSade,"May 4, 2005","['M+/f', 'F/f+', 'fisting', 'lactation', 'Young', 'snuff', 'BDSM', 'slavery', 'spoof', 'torture', 'nc', 'Extreme', 'violent']",1.0,1.0
3402.0,Hypno Mail,When a computer programme transforme a normal girl into a slutty sub whore...,35316.0,8.0,5.0,14530,1358.0,sabrina,"May 7, 2005","['M/f', 'M+/f', 'exhibition', 'voyeurism', 'slavery', 'lingerie', 'bondage', 'mc', 'humiliation']",1.0,0.0
3403.0,Linda and Miss Helen,A young woman tired of submitting to an online Mistress decides to make the move to real life submission. This is the story of their developing relationship.,109183.0,7.0,6.0,58288,1360.0,Nicole Victor,"May 7, 2005","['F+/f+', 'enema', 'exhibition', 'fisting', 'interracial', 'teen', 'toys', 'WaterSport', 'BDSM', 'latex', 'chastitybelt', 'real', 'humiliation', 'torture', 'nc', 'Serious']",0.0,1.0
3404.0,Susan's Return,Ross lost his girlfriend over a playful bondage incident that went too far.  What would he think if the tables were turned?,119490.0,10.0,3.0,46528,1361.0,SwitchMan,"May 7, 2005","['M+/f+', 'F+/m+', 'toys', 'BDSM', 'college', 'nc', 'Heavy']",0.0,1.0
3405.0,Cruel Vengence,Former lovers' plot an end to the bitch that ruined their lives...,60907.0,8.5,7.0,62220,1362.0,Aspererus,"May 11, 2005","['MF/f', 'bestiality', 'fisting', 'snuff', 'WaterSport', 'BDSM', 'job', 'torture', 'nc', 'Extreme', 'violent']",0.0,1.0
3406.0,Cutty,"The mysterious ms Brendan wants a lesbian relationship with Donna, and more...",1538531.0,9.5,22.0,366251,911.0,bokkey,"May 11, 2005","['M+/f', 'F+/f', 'MF/f', 'exhibition', 'modification', 'slavery', 'slow', 'humiliation', 'blackmail', 'nc', 'Serious']",1.0,1.0
3407.0,Anniversay Present,A surprising gift to an unfathful wife.,15819.0,9.0,11.0,44190,786.0,Lofwyrkp,"May 11, 2005","['M/f', 'modification', 'chastitybelt', 'blackmail']",0.0,0.0
3408.0,Low Libido,"Fred was dismayed at his wife's confession and resolved to prove she didn't have a low libido. Somehow, things didn't turn out exactly as he planned. A complete story from  the author of Birthday Boy.",40878.0,9.0,4.0,26361,948.0,Carmenica Diaz,"May 11, 2005","['MF/m', 'chastitybelt', 'real', 'reluctant', 'humiliation', 'blackmail', 'Serious']",0.0,0.0
3409.0,Wife's Wednesday Service,Middle-aged wife and mother blackmailed into becoming a cruel abuser's weekly personal pain/pleasure pet.,17712.0,9.0,26.0,79771,1363.0,Cruel Gent,"May 11, 2005","['M/f', 'F/f', 'bestiality', 'spanking', 'WaterSport', 'D/s', 'S/M', 'slow', 'humiliation', 'blackmail', 'Heavy']",0.0,0.0
3410.0,9725,A girl is kidnaped while on vacation and send off to a secret location to be prepaired for sale as a slave.,58786.0,7.0,9.0,75323,1364.0,Zenar,"May 14, 2005","['M+/f+', 'modification', 'toys', 'voyeurism', 'WaterSport', 'slavery', 'bondage', 'chastitybelt', 'ScFi', 'nc', 'Heavy']",1.0,1.0
3411.0,The Choir Sings,The altos find that they have a depth that the choir director wants to explore to the utmost.,73066.0,6.5,4.0,54499,1142.0,JEP,"May 14, 2005","['M/f+', 'fisting', 'scatology', 'WaterSport', 'BDSM', 'real', 'reluctant', 'Heavy']",0.0,0.0
3412.0,Voyages of the St. Veronica,"A story of a Pirate Captain on an unusual slaver, their methods and means. Romantic, often soft, sometimes hard, with some supporting backstory.",36211.0,8.5,9.0,54569,1365.0,chksng19,"May 18, 2005","['M+/f+', 'exhibition', 'spanking', 'S/M', 'slavery', 'bondage', 'historical', 'romantic', 'consensual', 'humiliation', 'torture', 'nc', 'Heavy', 'violent']",1.0,1.0
3413.0,Twentyone Days & After,A Girl is framed by her boss who has an influential friend.,87333.0,7.0,6.0,29476,1302.0,Mirabile Dectu,"May 18, 2005","['M/f', 'M+/f', 'exhibition', 'BDSM', 'job', 'reluctant', 'humiliation', 'Heavy']",0.0,0.0
3414.0,The Cave,"Maybe revisitng that cave was a bad idea, but at least it seem to be an interesting bad idea.",11435.0,8.0,13.0,22794,1366.0,Nist Shadow,"May 18, 2005","['F/f', 'B/D', 'feet', 'bondage', 'chastitybelt']",0.0,0.0
3415.0,Amy Needs,"Husband plays his part to meet Amy's needs. She regresses to a teenager in need of punishment, and finally a baby in diapers.",24200.0,8.5,3.0,25638,1367.0,Alfamann,"May 18, 2005","['M/f', 'spanking', 'toys', 'voyeurism', 'D/s', 'real', 'consensual', 'humiliation', 'Light']",0.0,0.0
3416.0,My First Abduction,This was my first abduction. I did this with my submissive and it was wonderful time. Please enjoy and if so please leave me feed back.,55302.0,3.5,2.0,13311,1368.0,WhiteDragon710,"May 18, 2005","['M/f', 'spanking', 'toys', 'BDSM', 'bondage', 'real', 'romantic', 'consensual', 'Serious']",0.0,0.0
