story_id,story_name,synopsis,length,rating,n_votes,total_readers,author_id,author,added_on,codes,slavery,nc
6226.0,Alice & Amanda 1: The First Night,Alice and Amanda meet for the first time and find that they both are exactly what they were looking for.,17438.0,8.0,3.0,16000,2419.0,Alina Aamu,"Mar 22, 2008","['F/f', 'bondage', 'romantic', 'consensual', 'Light']",0.0,0.0
6227.0,Toy In Training,"He had control of her mother, now it was her turn.  A young teenager she had the fear this day would come.  Her name was Sue, a teenager with a developing body.  Her mother was under masters control for some time, now master felt it was time to play with his new toy.",19233.0,5.0,1.0,21740,2420.0,master-E,"Mar 22, 2008","['M/f+', 'incest', 'teen', 'B/D', 'real', 'reluctant', 'Light']",0.0,0.0
6228.0,Emily\'s new childhood,Naughty daughter emily is taken in hand by her parents even though she is well in her twenties,10965.0,7.0,1.0,18526,1593.0,A Turtle,"Mar 22, 2008","['MF/f', 'exhibition', 'spanking', 'humiliation', 'Serious']",0.0,0.0
6229.0,Cross Dresser Enslaved,A sissy husband\'s dreams come true.,57393.0,8.5,5.0,49803,2421.0,cdleann,"Mar 22, 2008","['F/m', 'spanking', 'transgender', 'transvestite', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'lingerie', 'bondage', 'consensual', 'humiliation', 'torture', 'nc', 'Extreme', 'Heavy', 'Serious', 'Hardcore', 'violent']",1.0,1.0
6230.0,My Life As A Fetish Model,"This is the story of Christine, a typical young Asian college girl, who one day sees an ad for fetish photoshoots. She soon discovers that the job is more than just modelling...especially when her boss is an older man with an insatiable desire for anal sex, and unlimited toys and costumes at his disposal.",19845.0,9.0,7.0,25169,2422.0,Kacey,"Mar 23, 2008","['M/f', 'exhibition', 'spanking', 'teen', 'toys', 'voyeurism', 'WaterSport', 'BDSM', 'latex', 'bondage', 'real', 'reluctant', 'Serious']",0.0,0.0
6231.0,First Lessons,This is a Story of a youngs teen brutal introduction to sex and submission.,13429.0,7.0,4.0,41025,2423.0,Lady Erotica,"Mar 23, 2008","['M/f+', 'M+/f', 'M/m', 'bestiality', 'incest', 'Young', 'D/s', 'B/D', 'S/M', 'BDSM', 'hair', 'bondage', 'torture', 'nc', 'Heavy']",0.0,1.0
6232.0,A Sub\'s Delight,A short fatasy piece.,5523.0,6.5,2.0,9180,2424.0,Hallowed-Wings,"Mar 23, 2008","['M/f', 'slow', 'romantic', 'consensual', 'torture', 'Light']",0.0,0.0
6233.0,Die Negerhure (german),"Hi Freunde!Diese Geschichte ist nicht unbedingt f�r Liebhaber des reinen SM gedacht. Vielmehr schreibe ich �ber den Weg einer Schlampe, die immer mehr und mehr zu einer richtig dreckigen Hure f�r Schwarze wird. Wer auf versauten Interracial steht, auf Tattoos, Piercings, Bimbo-Look und Prostitution sollte weiterlesen...",229352.0,8.5,2.0,29643,2020.0,Monika,"Mar 23, 2008","['M/f', 'M+/f', 'exhibition', 'interracial', 'modification', 'pregnant', 'WaterSport', 'reluctant', 'humiliation', 'violent']",0.0,0.0
6234.0,A New Toy,"A young and kinky goth chick submits to her boyfriend with a new toy, an arm binder. The experience is painful, arousing, and when she is surprised by the arrival of her neighbors, her humiliation is complete.",19933.0,9.5,5.0,27960,2391.0,Doctor Flotsom,"Mar 23, 2008","['MF/f', 'exhibition', 'toys', 'D/s', 'B/D', 'S/M', 'BDSM', 'bondage', 'real', 'consensual', 'reluctant', 'humiliation', 'Serious', 'Light']",0.0,0.0
6235.0,Robyn\'s Predicament,"Robyn is a pretty housewife who has been trained to be a sex slave to her husband and his friend.  Today, her sexual slavery will take a surprising turn.",28776.0,8.0,5.0,69178,2243.0,JK,"Mar 23, 2008","['M/f', 'B/D', 'S/M', 'slavery', 'bondage', 'chastitybelt', 'real', 'consensual', 'reluctant', 'humiliation', 'torture', 'Serious', 'Hardcore']",1.0,0.0
6236.0,Japanese Slave Trade,The plight of japanese schoolgirls getting caught up in the slave trade and also the plight of our hero fighting against enforced transformation from man to doll.,95368.0,8.5,8.0,78216,2387.0,Tor Melati,"Mar 23, 2008","['M/f', 'MF/mf', 'bestiality', 'exhibition', 'teen', 'transvestite', 'BDSM', 'slavery', 'bondage', 'real', 'humiliation', 'nc', 'Extreme']",1.0,1.0
6237.0,Anna,a girl finds things to do during her school holidays,322250.0,8.5,4.0,76765,2185.0,Excalibur,"Mar 23, 2008","['M+/f', 'interracial', 'Young', 'teen', 'real', 'blackmail', 'Heavy']",0.0,0.0
6238.0,Precious Sister,A beautiful nun becomes the object of obsession and eventually is broken and defiled by her stalker.,25680.0,8.0,2.0,15201,1943.0,Jon Maddux,"Mar 23, 2008","['M/f', 'S/M', 'bible', 'Fantasy', 'nc', 'violent']",0.0,1.0
6239.0,su-li and Donkey,Oxford graduate falls foul of Luck fu to become two dollar whore who enjoys sex with Eeore the Donkey,17258.0,5.5,6.0,36397,2386.0,A.Broadsword,"Mar 23, 2008","['M/f', 'bestiality', 'exhibition', 'BDSM', 'hair', 'real', 'torture']",0.0,0.0
6240.0,Bullying Cindy,Cindy is bullied by  mean girls at school...thank god.,38219.0,10.0,10.0,166403,2079.0,Memento,"Mar 23, 2008","['F/f', 'F+/f', 'f-self', 'enema', 'teen', 'WaterSport', 'S/M', 'HighSchool', 'reluctant', 'humiliation', 'Heavy']",0.0,0.0
6241.0,New Victoria 3,"In the totally male dominated New Victoria women are subservient and obedient. Nikki, a new immigrant from the US is taken dressed to her new Master. He claims her.",28093.0,9.5,4.0,22519,2137.0,Atomage,"Mar 23, 2008","['M/f+', 'modification', 'latex', 'lingerie', 'consensual', 'humiliation', 'nc', 'Heavy']",0.0,1.0
6242.0,The Facility,Sarah gets a tour of a special facility.,11111.0,9.0,5.0,57717,2079.0,Memento,"Mar 23, 2008","['F/f', 'F/f+', 'f-self', 'exhibition', 'modification', 'D/s', 'S/M', 'BDSM', 'consensual', 'Extreme', 'Heavy']",0.0,0.0
6243.0,It,Its place in life.,6790.0,9.0,6.0,36321,2079.0,Memento,"Mar 23, 2008","['M/f', 'F/f', 'fisting', 'modification', 'spanking', 'D/s', 'B/D', 'S/M', 'BDSM', 'slavery', 'bondage', 'consensual', 'humiliation', 'torture', 'Extreme', 'Heavy']",1.0,0.0
6244.0,Dungeon Crawl,A pretty sub gets more than she bargained for.,11794.0,9.5,6.0,16918,2425.0,ghostgirl,"Mar 24, 2008","['M/f', 'exhibition', 'spanking', 'BDSM', 'bondage', 'real', 'Serious']",0.0,0.0
6245.0,Fuck Team and the Faggot,The gay boy  in the school is forced to sexually service the New Team. His agony goes on or yet another year.,13478.0,10.0,1.0,32851,1907.0,dale10,"Mar 25, 2008","['M/m', 'bestiality', 'cbt', 'exhibition', 'teen', 'toys', 'WaterSport', 'D/s', 'HighSchool', 'nc', 'Heavy']",0.0,1.0
6246.0,Hangover,A really big night out for Lisa,28865.0,9.5,8.0,56709,2079.0,Memento,"Mar 25, 2008","['M/f', 'F+/f', 'f-self', 'exhibition', 'spanking', 'teen', 'toys', 'WaterSport', 'D/s', 'BDSM', 'reluctant', 'humiliation', 'blackmail', 'Extreme', 'Heavy']",0.0,0.0
6247.0,The Birthday Present,He's decided to buy his girlfriend a birthday present but a trip to the jewellers doesn't quite go as he planned.,21417.0,8.0,4.0,28771,728.0,Freddie Clegg,"Mar 27, 2008","['F/mf', 'bondage', 'real', 'nc', 'Serious']",0.0,1.0
6248.0,Eva (eine unendliche Geschichte),"Als sie die erste seiner hocherotischen Kurzgeschichte von ihm erh�lt, ist sie �berrascht und sehr erregt. Als er sie dann dazu bringt den Inhalt nachzuspielen, findet sie das noch erotischer und es gibt eine Fortsetzung. Doch mit der Zeit wird der Inhalt der Kurzgeschichten immer extremer und er sie dazu bringt immer mehr Grenzen und Tabus aufzugeben, wird sie nachdenklich. Wird sie die Entwicklung stoppen k�nnen?  Zu meinem Stil: Ich bin der scheinbar etwas antiquierten Meinung, dass BDSM in aller erster Linie ein (hocherotisches) Spiel ist und das beiden Beteiligten Respekt und W�rde geb�hren. Worte wie Schlampe, Sau werdet ihr also nur sehr selten und nur in Passagen zu lesen bekommen, wo die Hauptperson eine solche Rolle zur Luststeigerung spielt. Wenn ihr also auf harte Pornographie steht, wo die Frau zum simplen Lustobjekt degradiert wird, solltet ihr besser nicht weiter lesen.",47485.0,9.0,1.0,14719,2426.0,Max-Manuel Meyer,"Mar 27, 2008","['M/f', 'job', 'romantic', 'consensual', 'Light']",0.0,0.0
6249.0,Helen - Teil 1 (German),"Helens Mann nahm sich das Leben, weil er mit ihren vielen Seitenspr�ngen nicht mehr klar kam. Tim, ihr 18-j�hriger Sohn, ""diszipliniert"" fortan seine Mutter. So wie es sein Vater wollte.",214240.0,10.0,7.0,56425,2427.0,Belpheghor,"Mar 27, 2008","['M/f', 'incest', 'spanking', 'torture', 'Hardcore']",0.0,0.0
6250.0,The Runaway,Young girl seeks help from the father of her friend - only to find herself prey for his vengeance.,14599.0,7.0,4.0,16787,2428.0,DemonX,"Mar 27, 2008","['M/f', 'slavery', 'real', 'Serious']",1.0,0.0
6251.0,The Auction,A man is auctioned at a fund raising for charity.  Little does he know what he is in for by the women who buy him.,28741.0,5.0,1.0,14404,1707.0,Jim aaa,"Mar 27, 2008",['nocodesbyauthor'],0.0,0.0
6252.0,Five Golden Rings,Christmas comes early for this slave,5259.0,0.0,0.0,24599,690.0,ElectricGeisha,"Mar 27, 2008","['M/f', 'exhibition', 'modification', 'D/s', 'B/D', 'slavery', 'torture', 'Heavy', 'Hardcore']",1.0,0.0
6253.0,Viols � l'universit� - Les premi�res proies,Un gang de jeunes noirs violent tout ce qui bouge sur le campus.,211657.0,8.0,1.0,17546,2158.0,Coulybaca,"Mar 27, 2008","['M+/f+', 'interracial', 'HighSchool', 'nc', 'violent']",0.0,1.0
6254.0,Safe House,Having humiliated her husband a sucessful career woman reaps the benefits of changes to her own and her husband's behaviour.,80597.0,3.0,4.0,20384,2386.0,A.Broadsword,"Mar 27, 2008","['M/f', 'spanking', 'S/M', 'BDSM', 'bondage', 'real', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
6255.0,April and Mark,"A cruel debutante purchases a slave named Mark to torture, beginning with painful orgasm denial.  More to come.",23624.0,9.0,2.0,35479,2429.0,alexandmaya,"Mar 28, 2008","['F/m', 'cbt', 'BDSM', 'chastitybelt', 'HighSchool', 'reluctant', 'torture', 'Heavy', 'Serious']",0.0,0.0
6256.0,Mommies Naughty Girl,Man gets turned into Mommies naughty girl when he does something to Mommies panties he is not supposed to and gets caught..,14894.0,0.0,0.0,34175,2430.0,Terry,"Mar 30, 2008","['F/m', 'scatology', 'spanking', 'transvestite', 'D/s', 'real', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
6257.0,how she turned my life into a hell,a real story about how my wife made my life into a living hell,15978.0,6.0,2.0,50540,2431.0,smotherboy,"Mar 30, 2008","['F/m', 'cbt', 'D/s', 'BDSM', 'feet', 'bondage', 'chastitybelt', 'real', 'humiliation', 'torture', 'Serious']",0.0,0.0
6258.0,Cindy's Lessons,"Sarah was Jenny's mother and now her lover.Jenny was angry and hurt. Her friend, Cindy had tricked and influenced her to blackmailing her mother into becoming their slave. They humiliated and tortured her for Cindy and her friend's amusement.After Sarah broke free of her slavery.  Jenny and Sarah were determined to teach Cindy a lesson. Jenny wanted more than anything to show Cindy what it felt like for Sarah. Sarah wanted to teach Cindy a lesson but Jenny wanted take her revenge out on Cindy.",555722.0,8.5,4.0,120513,2356.0,Lockedup57,"Mar 30, 2008","['F+/f', 'bestiality', 'exhibition', 'incest', 'modification', 'spanking', 'teen', 'B/D', 'HighSchool', 'humiliation', 'blackmail', 'Serious']",0.0,0.0
6259.0,A new slut wife,Jessica gives in to being a fucktoy.,20677.0,8.0,1.0,64032,2432.0,rebound,"Mar 30, 2008","['M/f', 'M/f+', 'reluctant', 'Serious']",0.0,0.0
6260.0,Cassie's Exam,Cassie is bought as a slave at auction by a doctor and his brother. A medical fetish story,18054.0,7.0,5.0,39966,2433.0,Cassie,"Mar 30, 2008","['M/f', 'enema', 'fisting', 'size', 'teen', 'reluctant', 'humiliation', 'Serious']",0.0,0.0
6261.0,Susan Gets a Delivery,Susan was used to treating people with complete disdain and disrepect.  The tables were about to be turned on her.,257072.0,9.0,4.0,88066,1142.0,JEP,"Apr 9, 2008","['MF/f', 'enema', 'exhibition', 'interracial', 'scatology', 'spanking', 'toys', 'WaterSport', 'BDSM', 'bondage', 'real', 'reluctant', 'Serious']",0.0,0.0
6262.0,Remolded,A young man with submissive tendencies is abducted and molded into what he never dared to admit he wanted to become.,44720.0,8.5,2.0,50237,2434.0,SL,"Apr 9, 2008","['M/m', 'M/m+', 'M+/m', 'M+/m+', 'cbt', 'enema', 'exhibition', 'fisting', 'interracial', 'modification', 'Young', 'transgender', 'transvestite', 'BDSM', 'slavery', 'chastitybelt', 'slow', 'reluctant', 'mc', 'humiliation', 'torture', 'nc', 'Heavy']",1.0,1.0
6263.0,My Master's Suck Slave,...the night of my debut as my Master�s suck slave at a party...,29756.0,6.0,1.0,23012,2435.0,The Enigmatic Angel,"Apr 9, 2008","['M/f', 'M/f+', 'F/f', 'exhibition', 'spanking', 'toys', 'voyeurism', 'D/s', 'humiliation']",0.0,0.0
6264.0,Diary of a Debtor,This is a femdom story set in the future where male rights have eroded. Males falling into debts are sent to debtors prisons which are little more than brothels for the women to enjoy,60502.0,6.5,2.0,18835,2436.0,A Davis,"Apr 9, 2008","['F/m', 'F/m+', 'F+/m', 'F+/m+', 'exhibition', 'spanking', 'toys', 'voyeurism', 'WaterSport', 'B/D', 'S/M', 'slavery', 'reluctant', 'humiliation', 'Heavy']",1.0,0.0
6265.0,the wife,"it wasn't really my fault, she broke her promise",13456.0,4.5,2.0,37144,2185.0,Excalibur,"Apr 9, 2008","['M/f', 'real', 'torture', 'nc', 'Extreme', 'Heavy', 'Serious', 'violent']",0.0,1.0
6266.0,Tariq's New Life,Story is about a slave in Egypt who wants to come to America to be his Mistress new slave.  She is very sadistic and wants a 24/7 slave to use and abuse as she wishes.,62862.0,5.5,2.0,19929,2437.0,Mistress Daphne,"Apr 9, 2008","['F/m+', 'cbt', 'enema', 'fisting', 'BDSM', 'feet', 'bondage', 'chastitybelt', 'real', 'romantic', 'consensual', 'reluctant', 'torture', 'Extreme', 'violent']",0.0,0.0
6267.0,Year One,"A husband and wife learn that they have been submitting to the same Master, and are offered a new life in his service.  This story will run to ~10 chapters in the end.",167856.0,9.5,2.0,47801,2438.0,Balir,"Apr 9, 2008","['M/f', 'M/m', 'M/mf', 'cbt', 'modification', 'spanking', 'toys', 'D/s', 'S/M', 'BDSM', 'slavery', 'bondage', 'chastitybelt', 'Fantasy', 'consensual', 'Serious']",1.0,0.0
6268.0,Employment Contract,Liz applies for a job as �personal assistant� with her all-time-favourite actor John Lacroix. She gets the job and signs a contract. But she might get more than she bargained for�,74700.0,9.5,4.0,26751,2439.0,Liz Black,"Apr 9, 2008","['M/f', 'D/s', 'consensual', 'Serious', 'Light']",0.0,0.0
6269.0,The Birthday Gift,A slave is given to a young man at his 21st party as a gift from her Master,15325.0,9.0,3.0,17317,2440.0,MasterM,"Apr 9, 2008","['M+/f', 'S/M', 'slavery', 'consensual', 'Extreme']",1.0,0.0
6270.0,Pour sauver son mari  ,"Pour �viter � son mari emprisonn� de se faire d�rouilller par ses co-d�tenus, un femme s'offre aux gardes, puis aux d�tenus qui l'exploitent sans vergogne.",21817.0,7.0,1.0,7201,2158.0,Coulybaca,"Apr 9, 2008","['M+/f', 'interracial', 'slavery', 'blackmail', 'nc', 'Hardcore', 'violent']",1.0,1.0
6271.0,dad fuckholy,The story  young  womans adventures  sexual slaver and reluctant,2464.0,1.5,8.0,18131,2441.0,shi pain,"Apr 9, 2008","['M/f+', 'F/f', 'F/f+', 'MF/f', 'F/mf', 'bestiality', 'enema', 'fisting', 'modification', 'BDSM', 'slavery', 'bondage', 'reluctant', 'humiliation', 'Extreme', 'Serious']",1.0,0.0
6272.0,A Trip to My Zoo,A tour of a  private  erotic zoo.,6397.0,6.0,2.0,18279,1032.0,Jamec,"Apr 9, 2008","['M/f', 'modification', 'Fantasy', 'humiliation', 'Light']",0.0,0.0
6273.0,Jill,"Thinking he is doing the right thing Jill's father tried to bust his boss for laundering money.  Unfortunately, his boss has people inside the police department.  Now Jill is taken as retribution and forced into a dark terror filled world.  This will be an ongoing story.",81946.0,9.5,3.0,77971,2442.0,M Eros,"Apr 9, 2008","['M/f', 'M+/f', 'F/f', 'F+/f', 'bestiality', 'enema', 'fisting', 'interracial', 'Young', 'teen', 'BDSM', 'slavery', 'torture', 'nc', 'Extreme']",1.0,1.0
6274.0,The Institute,"Set in a futuristic society, this is the story of a young girl whose family send her to The Institute where she reluctantly learns how to sexually please men in a series of painful lessons.",14092.0,6.0,2.0,26010,2229.0,suzysmiles,"Apr 9, 2008","['M/f', 'M/f+', 'M+/f', 'M+/f+', 'fisting', 'modification', 'spanking', 'teen', 'voyeurism', 'D/s', 'B/D', 'slavery', 'bondage', 'reluctant', 'mc', 'nc', 'Heavy', 'Serious', 'violent']",1.0,1.0
6275.0,Hours,Scenes from an abduction,12904.0,10.0,1.0,34698,2425.0,ghostgirl,"Apr 9, 2008","['M/f', 'bestiality', 'BDSM', 'real', 'torture', 'nc', 'Extreme', 'Heavy', 'violent']",0.0,1.0
6276.0,In a slaves head,"Fulfilling your fantasy, pleasing your master.",6098.0,0.0,0.0,6617,2443.0,Bipnkrchik,"Apr 9, 2008","['M/f', 'D/s', 'Light']",0.0,0.0
6277.0,A trip to the farm,I spend the night watching ex wife being used at a friends farm,28771.0,7.5,2.0,25154,1790.0,John Betthauser,"Apr 9, 2008","['M/f', 'cbt', 'exhibition', 'B/D', 'real', 'humiliation', 'Heavy']",0.0,0.0
6278.0,Bath Time,,8881.0,0.0,0.0,12275,2444.0,Beth,"Apr 9, 2008","['WaterSport', 'D/s']",0.0,0.0
6279.0,The Revenge Squad,"Three women take femdom to a whole new level.  After traumatic early life events, they begin to kidnap male sexual predators and imprison them in the basement of their mansion.  Meanwhile, they also enslave ""good"" males who help them in their quest.",77968.0,8.5,2.0,73282,2297.0,James P,"Apr 9, 2008","['F/m', 'F/m+', 'F+/m', 'F+/m+', 'cbt', 'exhibition', 'Young', 'scatology', 'spanking', 'toys', 'transvestite', 'D/s', 'B/D', 'S/M', 'BDSM', 'latex', 'slavery', 'lingerie', 'bondage', 'chastitybelt', 'real', 'documentary', 'romantic', 'consensual', 'reluctant', 'mc', 'humiliation', 'blackmail', 'torture', 'nc', 'Heavy', 'Serious', 'Light', 'Hardcore', 'violent']",1.0,1.0
6280.0,Hunting Girl,"An aristocratic hunting girl's horse refuses to jump a gate while chasing a fox. A rough caretaker opens the gate, but instead of following the hunt, the girl takes the young man back to the stables and begins training him to be her steed.",14732.0,9.0,1.0,14658,2391.0,Doctor Flotsom,"Apr 9, 2008","['F/m', 'exhibition', 'spanking', 'D/s', 'B/D', 'bondage', 'historical', 'job', 'real', 'consensual', 'reluctant', 'humiliation', 'Light', 'RatedR']",0.0,0.0
6281.0,Helen - Teil 2,"Helen kann nichts dagegen unternehmen, als ihr Sohn Tim auch seine j�ngere Schwester Cristina zu seiner Sexsklavin macht. Fortan sch�ndet und qu�lt er seine Mutter Helen sowie seine kleine Schwester Cristina.",267292.0,10.0,5.0,70381,2427.0,Belpheghor,"Apr 11, 2008","['M+/f', 'incest', 'spanking', 'teen', 'bondage', 'humiliation', 'torture', 'Extreme', 'Hardcore']",0.0,0.0
6282.0,"Tyrone, Jamal and Tina",Tyrone and Jamal are tooling around town for some young Pussy and find just what they want.,15115.0,5.0,1.0,41129,1907.0,dale10,"Apr 11, 2008","['M+/f', 'bestiality', 'fisting', 'interracial', 'pregnant', 'size', 'teen', 'WaterSport', 'D/s', 'HighSchool', 'reluctant', 'humiliation', 'blackmail', 'nc', 'Serious']",0.0,1.0
6283.0,CL Woman - An LA Fantasy,"When she loaded her ad on-line, Miriam Norukami never imagined she'd find someone who could take her beyond her limits. She felt she could never realize her full potential for depraved submission. Then she found ""Daddy's"" response.",153455.0,0.0,0.0,24100,2445.0,Jay Mac,"Apr 11, 2008","['MF/f', 'bestiality', 'enema', 'fisting', 'interracial', 'scatology', 'spanking', 'toys', 'WaterSport', 'BDSM', 'Fantasy', 'consensual', 'Extreme']",0.0,0.0
6284.0,Wrecker,Impulsive amateur kidnapper collides with serail rapist.Coauthored by ghostgirl and VVV.,63225.0,10.0,3.0,25293,2425.0,ghostgirl,"Apr 11, 2008","['M/f+', 'F/f', 'S/M', 'bondage', 'real', 'torture', 'nc', 'Extreme', 'Heavy', 'violent']",0.0,1.0
6285.0,Bedside Manner,A nurse who specialises in therapy for intimate problems treats a handsome Bad Boy to some very special attention.,10965.0,10.0,1.0,11338,2277.0,Dorothy Strangelove,"Apr 12, 2008","['F/m', 'lingerie', 'documentary', 'consensual', 'reluctant', 'Light', 'Hardcore', 'RatedR']",0.0,0.0
6286.0,Tales From Venus Town,"Three tales set on a future post war earth, where the passions and fates of three sisters are interwoven in ways they could not possibly envision...",104682.0,9.0,1.0,11211,2277.0,Dorothy Strangelove,"Apr 12, 2008","['M/f', 'toys', 'voyeurism', 'D/s', 'bondage', 'ScFi', 'romantic', 'consensual', 'Heavy']",0.0,0.0
6287.0,The Hitchhiker,Male motorist picks up a female hitchhiker.,39505.0,8.0,1.0,22694,2446.0,Joseph Paul Corbin,"Apr 12, 2008","['F/m', 'cbt', 'exhibition', 'spanking', 'WaterSport', 'D/s', 'BDSM', 'real', 'humiliation', 'torture', 'Heavy']",0.0,0.0
6288.0,Serving Lady Vulbia,A sub is required to entertain his Mistress' guests,11290.0,6.0,2.0,19999,2446.0,Joseph Paul Corbin,"Apr 12, 2008","['F/m', 'cbt', 'exhibition', 'spanking', 'WaterSport', 'D/s', 'Fantasy', 'humiliation', 'Serious']",0.0,0.0
6289.0,Emma Stein,Emma is the sister of Juliette de Sade She live in the Stein Manor some where in alemania....,81185.0,5.5,2.0,27625,2447.0,Blackdesire,"Apr 12, 2008","['F+/f', 'F+/f+', 'F/m', 'F/m+', 'bestiality', 'Young', 'snuff', 'teen', 'college', 'humiliation', 'torture', 'Extreme', 'violent']",0.0,0.0
6290.0,The Dice,A poor online sub gets into a nightmare when he finally meets his new owners.,93603.0,10.0,3.0,25604,2448.0,DemonMonsterDave,"Apr 13, 2008",['nocodesbyauthor'],0.0,0.0
6291.0,Just Desserts for Sonia the Bully,"Sonia is anticipating a painful and humiliating public punishment however, she does not realise that all her sins have been revealed and now she really does have problems.",5316.0,5.0,1.0,18757,2449.0,Bullfrog,"Apr 13, 2008","['M/f', 'M/f+', 'F/f', 'F/f+', 'exhibition', 'fisting', 'Young', 'size', 'spanking', 'teen', 'B/D', 'S/M', 'BDSM', 'hair', 'slavery', 'lingerie', 'college', 'HighSchool', 'real', 'humiliation', 'torture', 'Serious']",1.0,0.0
6292.0,Alyssa Alvarez: Farm Girl,"Among the Agropadronists, a cunt-service fundamentalist faith practiced by the occupants of a remote valley on an even more remote planet, Alyssa Alvarez approaches her Service Presentation Rites with glee, believing better things await at the hands of her Farm-Lord. Instead, her parents learn of Alyssa's illicit sexual interests and sell her into slavery off-plant.",108170.0,9.5,4.0,74827,2450.0,Desiree Thorn,"Apr 13, 2008","['M/f', 'M/f+', 'F/f+', 'M/m', 'M/m+', 'bestiality', 'enema', 'exhibition', 'fisting', 'incest', 'lactation', 'Young', 'size', 'spanking', 'teen', 'toys', 'voyeurism', 'WaterSport', 'D/s', 'B/D', 'BDSM', 'hair', 'slavery', 'bondage', 'chastitybelt', 'bible', 'historical', 'HighSchool', 'ScFi', 'Fantasy', 'humiliation', 'torture', 'Extreme', 'Heavy', 'Hardcore']",1.0,0.0
6293.0,Cabin By The Lake,Alexandra's discovers her two male roommates are NOT gay!,65178.0,9.0,4.0,16271,1961.0,Sam Darquesied,"Apr 13, 2008","['M+/f', 'spanking', 'toys', 'BDSM', 'real', 'consensual', 'Serious']",0.0,0.0
6294.0,Your Will,Picking up girls at a club can be a dangerous activity. Not picking them up may be even worse.,55971.0,10.0,4.0,17366,2451.0,jaowriter,"Apr 13, 2008","['M/f', 'snuff', 'S/M', 'nc', 'Heavy', 'violent']",0.0,1.0
6295.0,All About Eve,"Eve is a pretty house wife, who is a sex slave to her husband.  He turns her over to her teen age sons, and is now a sex slave to all three men in her family.",417702.0,9.0,6.0,148196,2243.0,JK,"Apr 15, 2008","['M+/f', 'incest', 'spanking', 'voyeurism', 'BDSM', 'slavery', 'real', 'consensual', 'torture', 'Heavy', 'violent']",1.0,0.0
6296.0,Aunt Rani,"A young man is seduced by his beautiful but evil Indian aunt who enslaves and emasculates him, after swindling him out of his inheritance",55876.0,7.0,1.0,20609,2452.0,Nial Van Haydam,"Apr 15, 2008",['nocodesbyauthor'],0.0,0.0
6297.0,Commander Young's Last Stand,An American soldier has been captured in Vietnam and is interrogated with hypnosis by four female intelligence officers of the People�s Army of Vietnam.,57076.0,7.5,2.0,18103,2452.0,Nial Van Haydam,"Apr 15, 2008","['M/f', 'cbt', 'spanking', 'S/M', 'BDSM', 'slavery', 'bondage', 'Fantasy', 'humiliation', 'blackmail', 'torture', 'nc', 'Extreme', 'violent']",1.0,1.0
6298.0,Kyle Earns an A,Kyle must sexually service his teacher to pass,55193.0,8.5,3.0,39199,1907.0,dale10,"Apr 15, 2008","['M/m', 'size', 'teen', 'WaterSport', 'D/s', 'HighSchool', 'reluctant', 'Serious']",0.0,0.0
6299.0,Butcher,"An extremely sadistic man lures, rapes, and eventually kills women who are naive enough to be drawn in by his charms. Extremely violent and gorey!",164268.0,7.0,5.0,70005,2453.0,Chaos_N,"Apr 15, 2008","['M/f', 'modification', 'snuff', 'D/s', 'S/M', 'gothic', 'real', 'documentary', 'humiliation', 'torture', 'nc', 'Extreme', 'Heavy', 'Serious', 'Hardcore', 'violent']",0.0,1.0
6300.0,The Master of the Business,The story of one of the best slave distributors in the Western Hemisphere.,215574.0,8.0,10.0,90664,2454.0,Master Solidus,"Apr 15, 2008","['M/f', 'M/f+', 'M+/f', 'M+/f+', 'F/f', 'F/f+', 'F+/f', 'F+/f+', 'enema', 'exhibition', 'incest', 'interracial', 'snuff', 'teen', 'BDSM', 'slavery', 'bondage', 'real', 'humiliation', 'nc', 'Extreme']",1.0,1.0
6301.0,Coming Home From School,A brat is taught a lesson,5425.0,9.0,1.0,21011,2455.0,Jayden McZimmer,"Apr 15, 2008","['F/f', 'spanking', 'D/s']",0.0,0.0
6302.0,Bridget - The Transformation ,"Bridget, the big titted slave girl, gets an education and extracts revenge.",42051.0,9.0,1.0,26431,1880.0,Lewis Chappelle,"Apr 15, 2008","['MF/mf', 'BDSM', 'slavery', 'bondage', 'Fantasy', 'consensual', 'humiliation', 'nc', 'Heavy']",1.0,1.0
6303.0,Evolution,This is basically a love story that describes the author�s actual introduction to sensual bondage by his first girlfriend. There is no direct sexual contact in this story.,21859.0,4.5,4.0,11096,2456.0,JasonT,"Apr 21, 2008","['F/m', 'Young', 'BDSM', 'real', 'romantic', 'reluctant', 'Serious', 'RatedR']",0.0,0.0
6304.0,My Secret,Sometimes the burden of keeping a secret can be unbearable.  And sometimes love is not what you might expect.,9618.0,8.5,2.0,19691,1793.0,mothbrad,"Apr 21, 2008","['M/f', 'S/M', 'slavery', 'real', 'slow', 'nc']",1.0,1.0
6305.0,Sold!,The story of a young woman being trained and sold into slavery.,23638.0,9.0,5.0,51519,2457.0,mp232,"Apr 21, 2008","['M/f', 'M+/f', 'F/f', 'F+/f', 'exhibition', 'interracial', 'spanking', 'toys', 'voyeurism', 'slavery', 'college', 'consensual', 'reluctant', 'humiliation', 'nc', 'Light']",1.0,1.0
