story_id,story_name,synopsis,length,rating,n_votes,total_readers,author_id,author,added_on,codes,slavery,nc,gay,link
466.0,The Prisoner,"A businessman is found guilty under a new law of harassing his female emplyees. As an experiment he is sentenced to a period in a Female Correctional facility. The staff are uniformed females of various ranks. The aim is to teach the inmates total obedience to females in authority. The methods by the staff include parades, rigorous inspections, corporal punishment and humiliating training.",2101932.0,9.5,15.0,639630,236,Will Cane,"Aug 20, 2001","['F+/f+', 'F+/m', 'cbt', 'exhibition', 'spanking', 'voyeurism', 'WaterSport', 'BDSM', 'lingerie', 'real', 'humiliation', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=466.0
496.0,Parker 01: Dear Diary,"This the first installment of Parker's serial: Two arrogant girls got lost, were captured and trained to be the house slaves.",29337.0,9.5,7.0,35103,251,Parker,"Sep 17, 2001","['MF/f', 'D/s', 'slavery', 'reluctant', 'nc', 'Light']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=496.0
745.0,Monica's Place,"The Book 1 of the Monica Series. Monica asked Steven to do a fitout of the basement. In the course of building a dungeon, he tested some of the devices himself, or else assisted Monica to test them on other girls. Read more about author's philosophy and the plot in the introduction chapter of this story.",1163877.0,9.5,8.0,139233,344,Richard Alexander,"Feb 9, 2002","['F/f', 'F/m', 'B/D', 'slavery', 'bondage', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=745.0
2402.0,The Virtue of Patience,"Patience's boyfriend had a losing streak at the gambling tables in Las Vegas.  To cover his bet, he wagered his girlfriend.  He lost.",163116.0,9.5,13.0,94147,907,Captv8td,"Mar 30, 2004","['F/f', 'slavery', 'nc']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2402.0
2297.0,The Agony of Failure,"The Far East in the early Nineteenth Century. In the remote Sultanate of Mantok 25 year old Charlotte Conway is caught up in one of the bloody palace intrigues. Betrayed by her lover, General Chong, she is brought before the Sultan for questioning.",73351.0,9.5,9.0,98267,677,Cortez,"Feb 23, 2004","['M/f+', 'F+/f', 'BDSM', 'historical', 'torture', 'nc', 'Extreme']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2297.0
13.0,Janet in Training,One of my favorite BDSM stories. Janet was well trained by her mistress and finally became a mistress herself. This story also talk about the respect and safety in BDSM activity. A great drama to enjoy.,703802.0,9.5,25.0,116732,14,sfmaster,"Jun 30, 2000","['F/f', 'B/D', 'S/M', 'slavery', 'consensual', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=13.0
2329.0,The Lost Prince--A Ponygirl Epic,"I wanted to come up with a realistic scenario involving ponygirls.  The story is set in a post-apocalyptic world where technology is nearly dead and germ warfare has killed off all beasts of burden.  Inspired by Transceptor, by Michael Manning/Patrick Conlon.",497287.0,9.5,20.0,192725,639,AlwaysCocked,"Mar 9, 2004","['M+/f+', 'F+/f+', 'bestiality', 'cbt', 'enema', 'exhibition', 'fisting', 'incest', 'interracial', 'lactation', 'modification', 'Young', 'pregnant', 'scatology', 'size', 'teen', 'toys', 'transgender', 'D/s', 'B/D', 'latex', 'slavery', 'bondage', 'ScFi', 'mc', 'nc', 'Serious']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2329.0
377.0,A Cure For Kleptomania,The sequel (3rd part) of Letter From a Strict Mom.,301779.0,9.5,4.0,102648,164,Max Smart,"Jun 11, 2001","['MF/f', 'spanking', 'teen', 'S/M', 'HighSchool', 'real', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=377.0
14.0,The Challenge,"The great sequel of ""Janet in Training"". You can always expect the best from sfmaster.",783036.0,9.5,17.0,119214,14,sfmaster,"Jun 30, 2000","['F/f', 'F/mf', 'B/D', 'S/M', 'slavery', 'consensual', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=14.0
2736.0,Sara,The story of a young slave's quest to be completely and totally enslaved in steel.,326315.0,9.5,13.0,138489,491,Charles E. Campbell,"Jul 23, 2004","['MF/f', 'exhibition', 'modification', 'D/s', 'S/M', 'slavery', 'bondage', 'real', 'consensual', 'Extreme']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2736.0
24.0,Captured Caroline,A very well designed plan finally worked and he kidnapped a beautiful girl and kept her as his slave. He used every way you can imagine to train her. Then what's next?,466408.0,9.5,28.0,190703,20,Quin,"Jul 7, 2000","['M/f', 'B/D', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=24.0
804.0,Science Project,"A deranged former student comes to seek revenge on a former teacher whom he felt had hindered him rather than helped him, when he was a new student in her class. He strips her, ties her down on a lab table, in a very obscene fashion and then fills all three of her orifices with sound activated dildos. Then he goes home and shoots himself. Unfortunately he picked the wrong teacher, one who looked like the one he was seeking revenge upon. After a strenuous night in bondage, the next morning her students find her naked, tied, and filled. Excellent story!!!",59467.0,9.5,12.0,43830,376,Erotales,"Mar 12, 2002","['f-self', 'exhibition', 'toys', 'HighSchool', 'job', 'humiliation', 'nc', 'Hardcore']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=804.0
2729.0,Stall,"The sea was full of jellyfish, and the other girls were boring. Finding the master key to the toilet block was the highlight in an otherwise boring holiday for young Chelsea. She had seen the damage the vandals had done to the strange building, damage that slowly fed her secret, exhibitionistic fantasies. Tonight would be the night?she would do it!",29260.0,9.5,8.0,36468,749,Lord Douche,"Jul 23, 2004","['f-self', 'enema', 'exhibition', 'modification', 'teen', 'bondage', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2729.0
341.0,Special Effects,Guys took advantage of the theater's new special sound effect and had some fun in public.,42350.0,9.5,5.0,24521,185,David Shaw,"May 18, 2001","['M+/f', 'nc', 'Hardcore']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=341.0
384.0,Shannon's Chance,"Shannon, an innocent young teenager, go to a party with an older crowd.  She finds she becomes the life of the party as she is forced to show off her young body. Her experience is a strange turn on for her.",80398.0,9.5,4.0,57059,208,Shannon,"Jun 16, 2001","['M+/f', 'F/f', 'f-self', 'exhibition', 'teen', 'toys', 'D/s', 'HighSchool', 'reluctant', 'humiliation', 'blackmail', 'nc', 'Light']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=384.0
781.0,Parker 18: Honeymoon,A man gives his young wife an unusual present while on their honeymoon.,25998.0,9.5,5.0,30757,251,Parker,"Feb 27, 2002","['MF/f', 'slavery', 'nc', 'Serious']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=781.0
2535.0,Interrogation of an Amazon,No one has ever captured an Amazon alive - until now. Her captors know she has vital information that will lead them to the treasure they seek. She must protect that information at all costs. The story follows the interrogators' attempts to extract information from their prisoner.,404191.0,9.5,23.0,136206,1039,Mike Coolham,"May 13, 2004","['M/f', 'BDSM', 'slavery', 'bondage', 'gothic', 'historical', 'real', 'humiliation', 'torture', 'Serious', 'violent']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2535.0
2360.0,Cassie's Secret,Cassie is a beautiful young lady who has been used by men.  Now she is the user.,317548.0,9.5,9.0,142188,972,Jim Hale,"Mar 15, 2004","['F/m', 'snuff', 'WaterSport', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'consensual', 'reluctant', 'humiliation', 'torture', 'Extreme', 'violent']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2360.0
775.0,Greg's Story,Greg & Heidi Cole find a vacation in Morocco much more than they anticipated.  A wealthy Shiek finds Heidi just what he was looking for.,118570.0,9.5,6.0,107579,355,kemosabe,"Feb 25, 2002","['M/f', 'bestiality', 'exhibition', 'toys', 'BDSM', 'slavery', 'real', 'torture', 'nc', 'Serious', 'violent']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=775.0
2532.0,Wilfull Disobedience,,19790.0,9.5,6.0,26827,1036,painie,"May 10, 2004","['M/f', 'spanking', 'toys', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2532.0
339.0,Atonement,An attorney represents the inventor of a spanking machine in a dispute with a strange cult that practices corporal punishment rituals.,270548.0,9.5,3.0,48873,81,Rollin Hand,"May 18, 2001","['M/f', 'F/f', 'F/m', 'spanking', 'D/s', 'consensual', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=339.0
2388.0,Passenger Train,Passenger Train,37354.0,9.5,16.0,38701,979,crimson,"Mar 25, 2004","['M/f', 'spanking', 'toys', 'D/s', 'BDSM', 'slavery', 'bondage', 'nc', 'Heavy']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2388.0
2392.0,Need and Redemption,"On an another world, a desperate slave girl is forced to seek satisfaction for the needs her alien masters have created within her.",30233.0,9.5,6.0,14688,990,Karen Anne Mitchell,"Mar 25, 2004","['M+/f', 'D/s', 'slavery', 'bondage', 'ScFi', 'reluctant', 'humiliation', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2392.0
1942.0,The Leather Twins,"Identical twin sisters ""aquire"" and train two bondage playmates.",192423.0,9.0,13.0,157426,604,Anne Gray,"Sep 15, 2003","['F+/f+', 'BDSM', 'bondage', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1942.0
1933.0,Snippets,A series of short vignettes. Some content may be disturbing.,37533.0,9.0,7.0,35150,709,Fox,"Sep 13, 2003","['M/f', 'F/m', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'consensual', 'reluctant', 'torture', 'nc', 'Extreme', 'Light']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1933.0
1908.0,Painting Nyctophobia,"A scene of rape, humiliation and restraint as seen through a narcotic, dreamlike haze.",14326.0,9.0,4.0,14331,780,Dee Driscoll,"Sep 5, 2003","['fisting', 'S/M', 'lingerie', 'bondage', 'real', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1908.0
1951.0,Command Performance,"Glenda and her partner Kid are on the run after a robbery. Their hideout is a large isolated house and Glenda has done her homework. Eighteen year old Helene is all alone practising the piano...and the music room is soundproof. Using the 'toys' in Glenda's bag, they force Helene to provide a very special and painful performance for their own private pleasure.",52340.0,9.0,9.0,58321,677,Cortez,"Sep 20, 2003","['MF/f', 'BDSM', 'real', 'humiliation', 'nc', 'Hardcore']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1951.0
2274.0,Twilight Embrace,"A short story, originally written as a possible first chapter in a larger story for an anime based tentacle rape chat room.",19793.0,9.0,4.0,10420,944,Slydreamer,"Feb 16, 2004","['ScFi', 'reluctant', 'nc']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2274.0
1873.0,A Confession,A rapist confesses his crimes in harrowing detail.  His level of debauchery increases with each act he commits.  How far will he go...,137523.0,9.0,5.0,91010,796,Dom Master,"Aug 16, 2003","['M/f', 'M/f+', 'fisting', 'interracial', 'spanking', 'teen', 'WaterSport', 'S/M', 'BDSM', 'slavery', 'bondage', 'real', 'reluctant', 'humiliation', 'torture', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1873.0
2597.0,Captured,A woman finds that innocent flirting can lead to some not-so-innocent consequences...and that escape is not always the most satisfying outcome.,15871.0,9.0,5.0,22923,1079,longtallred,"Jun 9, 2004","['M/f', 'D/s', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2597.0
1823.0,The Letter,A young professional man writes a letter to a powerful older woman and makes the mistake of his life. Humiliation. Four Parts.,75475.0,9.0,9.0,57025,8,Dr. Phil,"Jul 31, 2003","['F+/m', 'exhibition', 'spanking', 'D/s', 'B/D', 'slavery', 'job', 'humiliation', 'blackmail', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1823.0
1791.0,My Life In A Cage,A husband begs and begs his wife to take complete control of his life with no chance of getting out of it once it starts. One day she takes him up on the offer and his life is forever changed!,130928.0,9.0,7.0,76232,759,Tweak,"Jul 17, 2003","['F/m', 'F+/m', 'spanking', 'B/D', 'S/M', 'slavery', 'bondage', 'chastitybelt', 'real', 'humiliation', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1791.0
1802.0,Demon Seed,My tribute to bukkake and vampire mythology.,35507.0,9.0,6.0,22252,639,AlwaysCocked,"Jul 20, 2003","['M/f', 'M/f+', 'M+/f', 'modification', 'teen', 'D/s', 'gothic', 'nc', 'Hardcore']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1802.0
1804.0,Becoming Her Maid,Emily hires a maid but the roles soon become reversed.,23039.0,9.0,6.0,67803,275,Jackpot,"Jul 20, 2003","['F/f', 'modification', 'D/s', 'real', 'consensual', 'mc', 'humiliation', 'blackmail', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1804.0
2721.0,Breaking the Amazon,"A beautiful dusky Amazon is captured, tortured to reveal the location of her tribe, then executed.  But the Amazons' revenge is brutal.",52248.0,9.0,5.0,50792,906,Kirsten Smart,"Jul 20, 2004","['M/f', 'F+/m', 'S/M', 'BDSM', 'feet', 'bondage', 'historical', 'humiliation', 'torture', 'nc', 'Heavy']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2721.0
2714.0,The Princess and the Toad,Two hick brothers kidnap a pair of teenage sisters.,200956.0,9.0,5.0,49145,1071,Naughty Puppy,"Jul 16, 2004","['M+/f+', 'incest', 'teen', 'nc']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2714.0
2698.0,An Ocean of Misery,Sara and Kara are twins. Their dad is a judge. They get what they want.  The main thing they want is a full use slave for their summer cruises. They get a special one this time. He enrolls as a senior right after January first. They quickly get use of him before school is out. They train him well.  Will the ocean cruise be misery for him?,214616.0,9.0,7.0,101435,972,Jim Hale,"Jul 12, 2004","['F/m', 'F+/m', 'scatology', 'teen', 'WaterSport', 'BDSM', 'slavery', 'lingerie', 'HighSchool', 'real', 'consensual', 'reluctant', 'humiliation', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2698.0
1833.0,Japanese Capture of the Missionaries Daughter,The Japanese have invaded the small island in the South Pacific interrupting the lives of the natives and the French missionaries located on it. The soldiers amuse themselves with the young girls on the island. The Commander sees the daughter of the missionary couple and decide that he wants her for his pleasure. This is the story of her degradation by her captors.,79857.0,9.0,6.0,75747,321,Powerone,"Aug 7, 2003","['M+/f', 'Young', 'spanking', 'BDSM', 'bondage', 'humiliation', 'torture', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1833.0
2618.0,Cuckoo,Amanda becomes the unwilling host for a pair of wealthy human Cuckoos.,353903.0,9.0,6.0,83646,865,EngineX,"Jun 16, 2004","['MF/f', 'pregnant', 'spanking', 'D/s', 'slavery', 'job', 'real', 'reluctant', 'mc', 'humiliation', 'nc', 'Light']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2618.0
1836.0,"Gold Around One, Two Times Silver Around the Other","A middleclass, middleaged intellectual abducts a woman. He is fascinated with her.",44379.0,9.0,3.0,,780,Dee Driscoll,"Aug 7, 2003","['M/f', 'WaterSport', 'lingerie', 'bondage', 'real', 'slow', 'humiliation', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1836.0
2683.0,I Was Just Trying To Help,"She was just trying to help her step-daughter open up, but the results left her in a helpless situation.",51980.0,9.0,11.0,63135,239,SpeechMasterOne,"Jul 7, 2004","['F/f', 'teen', 'toys', 'D/s', 'BDSM', 'slavery', 'humiliation', 'blackmail', 'nc', 'Hardcore']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2683.0
1847.0,Cherry Pop,A desperate man finds what he doesn't even know he needs: a Mistress to guide his initial sissification and anal training.,39840.0,9.0,4.0,64096,787,Zoe,"Aug 9, 2003","['F/m', 'enema', 'modification', 'scatology', 'toys', 'transgender', 'transvestite', 'BDSM', 'slavery', 'job', 'real', 'reluctant', 'mc', 'humiliation', 'nc', 'Heavy']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1847.0
1874.0,The Bet,Two brothers bet which can break a slave faster.,121296.0,9.0,8.0,83354,797,Dockink,"Aug 18, 2003","['M+/f+', 'F/f', 'D/s', 'S/M', 'college', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1874.0
2658.0,Cowgirl,Iowa teen turned into slave to dominant female family.,240539.0,9.0,14.0,247179,565,Topcat,"Jun 25, 2004","['F+/f', 'bestiality', 'lactation', 'modification', 'teen', 'toys', 'B/D', 'slavery', 'bondage', 'HighSchool', 'reluctant', 'humiliation', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2658.0
2649.0,Mary the Teenaged Slut,Young Mary is forced by her parents to be the biggest slut in her high school.,104926.0,9.0,14.0,203811,390,Cerberus,"Jun 25, 2004","['M+/f', 'incest', 'teen', 'WaterSport', 'S/M', 'BDSM', 'slavery', 'HighSchool', 'humiliation', 'torture', 'nc', 'Heavy']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2649.0
2576.0,Melissa And Julie,"Two subs fems punished by their Master, with bondage, clamps, flogger and a candle or two.",11483.0,9.0,3.0,18977,1068,Ecthelion,"Jun 2, 2004","['M/f+', 'teen', 'toys', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2576.0
2022.0,The Crux Club,Young couple very into BDSM scene joins a club specializing in crucifixion.  Before long they get in way over their heads.,54913.0,9.0,12.0,75431,851,jessica Gentry,"Oct 21, 2003","['M/f', 'snuff', 'BDSM', 'slavery', 'real', 'torture', 'Extreme', 'violent']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2022.0
2573.0,The Academy,"Amber and April Smith have had some hard luck in their young lives.  The Academy follows the two teen sisters through their years kept in captivity, forced to be sex servants to a group of powerful men.",259975.0,9.0,5.0,103651,1067,warren_Z,"Jun 2, 2004","['M/f+', 'F/f+', 'Young', 'teen', 'slavery', 'HighSchool', 'consensual', 'nc', 'Heavy']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2573.0
2092.0,Gone,"A multi-part kidnapping story, a slow start, though becoming better later.",127041.0,9.0,8.0,54089,800,Hawke,"Nov 23, 2003","['M/f', 'M/f+', 'M+/f+', 'exhibition', 'teen', 'feet', 'slavery', 'bondage', 'HighSchool', 'humiliation', 'nc', 'Serious']",1.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2092.0
2112.0,Hotel,Woman meets her on line lover at a hotel and her life as a slave begins.,143635.0,9.0,18.0,166462,885,Flost48,"Dec 6, 2003","['M/f', 'bestiality', 'exhibition', 'lactation', 'D/s', 'BDSM', 'slavery', 'bondage', 'real', 'reluctant', 'humiliation', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2112.0
2142.0,Shouldn't I Get to Cum?,Poor slave-boy can't cum no matter what!,21351.0,9.0,4.0,38076,867,justin benedict,"Dec 16, 2003","['cbt', 'D/s', 'slavery', 'chastitybelt', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2142.0
2409.0,Naturally Demanding,"Naturally Demanding is a story about a male high school senior who has fantasized for many years about being a slave for some girl.  He meets a high school girl who specializes in making his fantasy come true.  Her whole family, dad, mom and twin daughters live the very real life style which John believes he seeks.  In a very short time this, ""Goddess"", and her family take John, from being a, ""normal"" young man to a very used slave.  But is their use torture to him, or does he revile in it?",353367.0,9.0,5.0,85560,972,Jim Hale,"Apr 1, 2004","['F+/m+', 'f-self', 'scatology', 'teen', 'S/M', 'slavery', 'real', 'romantic', 'consensual', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2409.0
2374.0,Sentence: Fifty Strokes Of The Cane,Two American co-eds go travelling abroad and are not careful enough about anti-drug laws.  They are both summarily sentenced to receive fifty strokes of the cane.,55956.0,9.0,5.0,24065,324,Alex,"Mar 21, 2004","['F/f+', 'spanking', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2374.0
2153.0,Paint Ball Wars,A man takes the vacation of a lifetime and gets some souvenirs he hadn't counted on.,109324.0,9.0,7.0,29155,567,BDSM Bill,"Dec 24, 2003","['M/f+', 'F+/m', 'cbt', 'spanking', 'BDSM', 'slavery', 'bondage', 'real', 'consensual', 'Light']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2153.0
2168.0,Celeste - A Thanatos Tale,News anchorwoman Celeste is one of the few victims to survive the ordeal of the Thanatos Society.,65326.0,9.0,12.0,72541,390,Cerberus,"Dec 30, 2003","['MF/f', 'exhibition', 'incest', 'teen', 'S/M', 'bondage', 'real', 'humiliation', 'nc', 'Heavy']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2168.0
2357.0,Patricia's Punishment,2 young students damage property in a public house. To repay the debt Patricia is stripped and punished in front of the clientele. A pure spanking story.,25407.0,9.0,3.0,32011,841,Loki,"Mar 15, 2004","['M/f', 'exhibition', 'spanking', 'lingerie', 'real', 'humiliation', 'blackmail', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2357.0
2175.0,Change of Fortune,Laura had a happy and comfortable life until her husband's business started to fail.  She agreed to be sold as a part-time slave to some friends in exchange for help in the business.  But soon she found herself in a whole new world of confusing emotions and experiences.,168534.0,9.0,9.0,73574,907,Captv8td,"Jan 6, 2004","['M/f', 'M+/f+', 'F/f', 'F/f+', 'MF/f', 'D/s', 'slavery', 'reluctant', 'humiliation', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2175.0
2346.0,Charity Events,"Charity is finishing her sophomore year in college but is also secretly writing erotica and publishing it on the internet.  Her stories always end up with the heroine becoming captive to a demanding mistress.  Soon, however, her reality starts to look very much like a plot from one of her stories.",190883.0,9.0,20.0,96747,907,Captv8td,"Mar 12, 2004","['F/f', 'slavery', 'reluctant', 'humiliation']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2346.0
2178.0,S.S.M.A.R.T.  P.I.C.,"S.S.M.A.R.T.  P.I.C. is an underground organization that specializes in abusing and raping young women. It holds an annual meeting/performance that costs $5K to attend.  In this episode, two sexy college coeds are abducted and taken to a vacant warehouse where they are used as the entertainment for the high priced meeting.",118373.0,9.0,7.0,38993,905,Frank Haegele,"Jan 9, 2004","['M+/f+', 'F/f', 'modification', 'spanking', 'teen', 'toys', 'WaterSport', 'BDSM', 'college', 'nc', 'Serious']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2178.0
1771.0,Large and Small,"A wrestler comes to the aid of a tiny woman bullied by a group of teenagers. They get their revenge by beating up the woman and trashing her home but find the payback the wrestler elicits, rather more than they anticipated.",89110.0,9.0,4.0,30897,252,obohobo,"Jul 4, 2003","['M/f+', 'spanking', 'bondage', 'real', 'nc', 'Heavy']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=1771.0
2332.0,Four Seasons,"Snapshots of a year in the life of a devoted slave, the good and the bad.",44152.0,9.0,7.0,24019,735,Joanna O'Dwyer,"Mar 9, 2004","['MF/f', 'D/s', 'slavery', 'slow', 'consensual', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2332.0
2211.0,Surprise! Surprise!,"Jane's friend invited her to meet at a coffee shop to celebrate Jane's graduation.  The friend had a very unique way of celebrating, however.  And later, even the friend became surprised.",141505.0,9.0,11.0,71648,907,Captv8td,"Jan 22, 2004","['F/f', 'slavery', 'reluctant', 'humiliation']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2211.0
2214.0,Annie's Examination,Urethral torture and pleasure by a woman's master and his friend the doctor.,16751.0,9.0,13.0,51960,921,rene sable,"Jan 22, 2004","['M/f', 'exhibition', 'WaterSport', 'BDSM', 'slavery', 'bondage', 'real', 'romantic', 'consensual', 'reluctant', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2214.0
2219.0,The Priest Teaches His Flock,Father John is transferred to his third parish.  Each time he was caught molesting his parishioners.  This time we find him in a small parish in the Bible Belt in the 1950's.,342368.0,9.0,11.0,137276,321,Powerone,"Jan 27, 2004","['M/f', 'spanking', 'teen', 'bondage', 'bible', 'historical', 'reluctant', 'humiliation', 'nc']",0.0,1.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2219.0
2226.0,The Interns,"Tamala Barker, Attorney at Law, was a very successful business woman. After the breakup of a short marriage she became somewhat depressed. That is, until she met Dr. Mary Mercy, a medical doctor with a PhD in pyschiatry. They became lovers and partners and, more importantly, decided to embark on what came ""naturally"" to them in an alternate lifesyle. Together they sought to fulfill their highly charged sex lives by completely dominating ""the interns"". This is a continuing story from the viewpoint of those with a dominant personality as well as those with a submissive personality. Whatever your sexual orientation, be it ""dominant"" or ""submissive,"" the author attempts to take you on a journey you won't soon forget.",893088.0,9.0,21.0,195425,928,DocilePet,"Jan 27, 2004","['F/f', 'F/f+', 'F+/f', 'F/m+', 'exhibition', 'interracial', 'modification', 'D/s', 'BDSM', 'feet', 'hair', 'slavery', 'bondage', 'job', 'reluctant', 'mc', 'humiliation', 'Heavy']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2226.0
2240.0,Damascus,Belinda is sold into slavery to pay off her father's gambling debt.,32423.0,9.0,10.0,53986,934,lovelyandsad,"Feb 4, 2004","['M/f', 'M+/f', 'exhibition', 'incest', 'teen', 'BDSM', 'slavery', 'HighSchool', 'real', 'reluctant', 'blackmail', 'Serious']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2240.0
2093.0,Beyonce Becomes a Ponygirl,Pop singer Beyonce is subjected to an unpleasant new life.,54213.0,9.0,21.0,93003,879,Anita Parker,"Nov 23, 2003",['slavery'],1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2093.0
2089.0,Brian Gets Caught And Pays The Price,Brian is a compulsive masturbator with a desire for the S/M lifestyle and has gay fantasies. When his wife catches him he begs for forgiveness and punishment. She delivers on the punishment. Consentual becomes reluctant as she reveals her intent to totally emasculate and dehumanize him!,79145.0,9.0,4.0,67585,413,Marion,"Nov 15, 2003","['F/m+', 'cbt', 'exhibition', 'modification', 'scatology', 'toys', 'transgender', 'S/M', 'slavery', 'chastitybelt', 'real', 'consensual', 'reluctant', 'humiliation', 'torture', 'Serious', 'violent']",1.0,0.0,False,https://www.bdsmlibrary.com/stories/story.php?storyid=2089.0
